1;0.00121088;0.096
2;0.000634728;0.148
3;0.000474178;0.254
4;0.000382565;0.354
5;0.000339678;0.462
6;0.000297146;0.512
7;0.000266262;0.576
8;0.000262753;0.712
9;0.000254066;0.84
10;0.00025136;0.948
11;0.000258408;1.114
12;0.000266684;1.274
13;0.000259968;1.434
14;0.000260583;1.5
15;0.00025751;1.634
16;0.000276706;1.858
17;0.000281907;2.028
18;0.000306473;2.38
19;0.000299073;2.342
20;0.000307878;2.56
21;0.000369937;3.156
22;0.00042134;3.692
23;0.000446434;3.93
24;0.000493076;4.524
25;0.000515876;4.87
26;0.000610604;5.646
27;0.000676349;6.164
28;0.000761663;6.938
29;0.000842653;7.896
30;0.00112824;9.924
31;0.00127797;10.706
32;0.00151146;12.41
33;0.00197277;15.124
34;0.00271004;19.294
35;0.00368703;23.1
36;0.00573991;31.848
37;0.0102149;44.664
38;0.0214598;72.152
39;0.0511301;118.03
40;0.143957;208.824
41;0.387111;344.96
42;0.617389;361.228
43;0.768125;317.678
44;0.825563;276.334
45;0.882808;260.902
46;0.907313;244.33
47;0.9324;234.794
48;0.947194;227.92
49;0.955626;220.382
50;0.966463;215.504
51;0.968128;209.852
52;0.977033;206.662
53;0.987207;204.14
54;0.992948;201.356
55;0.988449;197.298
56;0.993589;195.308
57;0.994472;192.772
58;0.995189;190.386
59;0.995747;188.04
60;0.998216;186.414
61;0.998574;184.74
62;0.998861;182.678
63;0.9991;181.43
64;0.999278;179.796
65;0.999443;178.448
66;0.999551;176.988
67;0.999651;175.694
68;0.999731;174.268
69;0.999786;173.18
70;0.99984;172.134
71;0.999874;170.992
72;0.999906;170.126
73;0.999926;169.044
74;0.99994;168.252
75;0.999957;167.13
76;0.999967;166.312
77;0.999974;165.564
78;0.999982;164.816
79;0.999986;163.936
80;0.99999;163.268
81;0.999992;162.45
82;0.999995;161.716
83;0.999996;161.042
84;0.999998;160.416
85;0.999998;159.762
86;0.999999;159.118
87;0.999999;158.448
88;0.999999;157.864
89;1;157.264
90;1;156.612
91;1;156.114
92;1;155.53
93;1;154.976
94;1;154.376
95;1;153.866
96;1;153.2
97;1;152.644
98;1;152.078
99;1;151.344
